,search_trends_fever,search_trends_low_grade_fever,search_trends_chills,search_trends_cough,search_trends_shallow_breathing,search_trends_shortness_of_breath,search_trends_fatigue,search_trends_muscle_weakness,search_trends_cluster_headache,search_trends_headache,search_trends_sore_throat,search_trends_nasal_congestion,search_trends_nausea,search_trends_vomiting,search_trends_diarrhea,date,location_key
12027,8.37,0.34,0.43,3.86,0.11,0.93,6.24,0.23,0.18,4.61,1.38,1.32,1.96,2.71,3.99,2020-07-14,SG
12028,7.75,0.35,0.39,3.7,0.06,0.9,6.09,0.26,0.15,4.66,1.42,1.31,1.89,2.57,3.98,2020-07-15,SG
12029,7.33,0.34,0.34,3.58,0.1,0.85,5.92,0.24,0.16,4.55,1.32,1.31,1.9,2.53,3.73,2020-07-16,SG
12030,7.01,0.28,0.33,3.53,0.06,0.83,5.5,0.2,0.18,4.33,1.22,1.28,1.72,2.28,3.56,2020-07-17,SG
12031,6.85,0.3,0.3,3.37,0.1,0.8,5.38,0.21,0.2,4.57,1.37,1.48,1.77,2.49,3.78,2020-07-18,SG
12032,7.32,0.34,0.35,3.65,0.08,0.91,6.04,0.23,0.19,4.95,1.44,1.44,2.08,2.69,4.02,2020-07-19,SG
12033,9.48,0.34,0.32,3.73,0.09,0.95,6.31,0.21,0.18,4.66,1.42,1.41,2.06,2.64,3.81,2020-07-20,SG
12034,8.44,0.33,0.28,3.55,0.1,0.96,5.88,0.29,0.16,4.53,1.33,1.44,2.05,2.58,3.77,2020-07-21,SG
12035,7.81,0.32,0.31,3.46,0.1,0.8,6.08,0.23,0.17,4.52,1.31,1.33,2.01,2.56,3.8,2020-07-22,SG
12036,8.72,0.31,0.35,3.54,0.08,0.83,5.78,0.23,0.18,4.48,1.17,1.27,1.79,2.38,3.97,2020-07-23,SG
12037,7.69,0.3,0.32,3.31,0.07,0.8,5.18,0.2,0.15,4.26,1.24,1.29,1.9,2.37,3.75,2020-07-24,SG
12038,7.46,0.25,0.3,3.25,0.1,0.75,5.38,0.19,0.16,4.53,1.31,1.29,1.82,2.64,3.85,2020-07-25,SG
12039,8.36,0.32,0.34,3.58,0.12,0.88,5.8,0.27,0.19,4.64,1.31,1.33,2.04,2.84,4.38,2020-07-26,SG
12040,8.5,0.25,0.36,3.45,0.11,0.88,6.02,0.24,0.2,4.8,1.3,1.2,2.04,2.7,4.04,2020-07-27,SG
12041,8.32,0.26,0.36,3.55,0.1,0.81,6.03,0.23,0.22,4.64,1.25,1.33,2.03,2.68,3.96,2020-07-28,SG
12042,7.3,0.27,0.36,3.26,0.08,0.8,5.69,0.21,0.15,4.32,1.28,1.21,1.95,2.64,3.8,2020-07-29,SG
12043,6.43,0.2,0.3,2.96,0.09,0.71,4.99,0.13,0.18,4.41,1.1,1.11,1.77,2.38,3.56,2020-07-30,SG
12044,6.53,0.2,0.33,3.27,0.07,0.69,5.3,0.22,0.18,4.43,1.21,1.37,1.92,2.51,4.0,2020-07-31,SG
12045,6.5,0.2,0.3,3.32,0.08,0.73,5.43,0.21,0.12,4.5,1.18,1.41,1.96,2.62,4.4,2020-08-01,SG
12046,7.72,0.28,0.3,3.55,0.08,0.92,6.27,0.24,0.17,4.78,1.3,1.45,2.14,2.86,4.38,2020-08-02,SG
12047,7.85,0.3,0.3,3.64,0.09,0.87,6.44,0.27,0.18,4.96,1.26,1.33,1.97,2.72,3.96,2020-08-03,SG
12048,7.32,0.26,0.32,3.41,0.07,0.84,6.33,0.23,0.23,4.72,1.31,1.24,1.93,2.69,4.17,2020-08-04,SG
12049,8.3,0.25,0.28,3.44,0.08,0.82,6.1,0.28,0.16,4.75,1.29,1.19,2.0,2.69,3.85,2020-08-05,SG
12050,8.14,0.28,0.27,3.24,0.07,0.77,5.7,0.22,0.15,4.53,1.22,1.11,1.83,2.55,3.71,2020-08-06,SG
12051,6.97,0.24,0.32,3.07,0.06,0.78,5.23,0.21,0.15,4.35,1.21,1.24,1.74,2.47,3.53,2020-08-07,SG
12052,6.29,0.22,0.26,2.85,0.07,0.72,5.09,0.15,0.12,4.32,1.12,1.26,1.71,2.29,3.62,2020-08-08,SG
12053,6.09,0.2,0.28,3.12,0.08,0.79,5.41,0.23,0.18,4.53,1.18,1.3,1.73,2.27,3.66,2020-08-09,SG
12054,7.39,0.27,0.31,3.33,0.08,0.88,6.46,0.22,0.18,4.75,1.25,1.27,2.23,2.85,4.12,2020-08-10,SG
12055,7.24,0.27,0.27,3.53,0.05,0.86,6.32,0.25,0.21,4.97,1.21,1.12,2.09,2.82,4.0,2020-08-11,SG
12056,6.55,0.27,0.33,3.47,0.07,0.8,6.12,0.25,0.16,4.53,1.21,1.14,1.88,2.49,3.96,2020-08-12,SG
12057,6.63,0.29,0.31,3.45,0.07,0.81,5.72,0.21,0.2,4.61,1.23,1.14,2.0,2.58,3.81,2020-08-13,SG
12058,5.99,0.23,0.3,3.26,0.07,0.83,5.38,0.2,0.15,4.2,1.15,1.19,1.8,2.42,3.62,2020-08-14,SG
12059,6.07,0.2,0.34,3.22,0.06,0.74,5.55,0.18,0.14,4.74,1.17,1.31,1.85,2.58,3.85,2020-08-15,SG
12060,6.78,0.26,0.31,3.41,0.1,0.87,6.3,0.24,0.15,4.81,1.22,1.22,2.13,2.91,4.07,2020-08-16,SG
12061,6.58,0.25,0.34,3.45,0.08,0.84,6.33,0.27,0.18,4.65,1.18,1.25,2.11,2.75,3.93,2020-08-17,SG
12062,6.46,0.25,0.33,3.47,0.08,0.81,6.12,0.24,0.17,4.56,1.22,1.22,1.93,2.58,3.95,2020-08-18,SG
12063,6.21,0.27,0.35,3.41,0.09,0.82,6.42,0.27,0.18,4.72,1.22,1.16,1.82,2.62,3.91,2020-08-19,SG
12064,5.96,0.29,0.29,3.35,0.08,0.9,6.04,0.25,0.17,4.46,1.17,1.15,2.0,2.53,3.84,2020-08-20,SG
12065,5.75,0.21,0.33,3.13,0.11,0.78,5.55,0.24,0.16,4.32,1.16,1.14,1.75,2.39,3.57,2020-08-21,SG
12066,5.44,0.18,0.33,3.19,0.07,0.82,5.42,0.23,0.16,4.43,1.16,1.36,1.83,2.48,3.69,2020-08-22,SG
12067,6.04,0.24,0.31,3.42,0.08,0.79,6.11,0.25,0.16,4.79,1.23,1.21,2.06,2.78,4.23,2020-08-23,SG
12068,6.4,0.25,0.31,3.36,0.08,0.92,6.43,0.33,0.22,5.24,1.15,1.2,1.99,2.76,4.01,2020-08-24,SG
12069,6.43,0.28,0.3,3.6,0.09,0.9,6.33,0.3,0.17,4.6,1.25,1.24,1.92,2.64,4.54,2020-08-25,SG
12070,6.29,0.29,0.32,3.52,0.1,0.94,6.35,0.27,0.15,4.77,1.24,1.3,2.01,2.71,4.64,2020-08-26,SG
12071,6.16,0.27,0.36,3.49,0.09,0.88,6.12,0.23,0.15,4.59,1.3,1.23,1.99,2.69,4.19,2020-08-27,SG
12072,5.67,0.21,0.32,3.27,0.07,0.76,5.42,0.24,0.18,4.6,1.16,1.26,1.75,2.43,3.82,2020-08-28,SG
12073,5.64,0.18,0.32,3.38,0.09,0.83,5.59,0.23,0.16,4.49,1.19,1.34,1.88,2.54,4.2,2020-08-29,SG
12074,6.03,0.34,0.34,3.67,0.08,0.92,6.27,0.23,0.19,4.94,1.36,1.4,2.14,2.83,4.77,2020-08-30,SG
12075,6.26,0.3,0.3,3.84,0.09,0.9,6.42,0.3,0.23,4.93,1.31,1.35,2.01,2.76,4.25,2020-08-31,SG
12076,6.03,0.29,0.32,3.77,0.1,0.91,6.38,0.28,0.17,4.73,1.36,1.38,1.97,2.6,4.03,2020-09-01,SG
12077,5.7,0.25,0.34,3.48,0.09,0.78,5.95,0.25,0.18,4.51,1.24,1.35,1.91,2.56,3.81,2020-09-02,SG
12078,5.36,0.22,0.32,3.67,0.08,0.85,5.96,0.23,0.2,4.53,1.28,1.27,1.83,2.44,3.83,2020-09-03,SG
12079,5.3,0.27,0.29,3.55,0.07,0.76,5.33,0.23,0.15,4.48,1.31,1.4,1.73,2.38,3.74,2020-09-04,SG
12080,5.08,0.21,0.36,3.68,0.09,0.65,5.38,0.27,0.2,4.59,1.25,1.37,1.88,2.43,3.88,2020-09-05,SG
12081,5.86,0.28,0.37,4.26,0.1,0.82,6.16,0.24,0.18,4.98,1.46,1.44,2.08,2.73,4.13,2020-09-06,SG
12082,6.06,0.28,0.34,4.23,0.08,0.86,6.47,0.31,0.18,5.04,1.43,1.45,2.04,2.63,4.07,2020-09-07,SG
12083,5.92,0.29,0.34,4.08,0.07,0.89,6.25,0.46,0.17,4.81,1.52,1.47,1.96,2.62,4.11,2020-09-08,SG
12084,5.55,0.24,0.34,4.13,0.08,0.81,6.1,0.25,0.18,4.69,1.38,1.46,1.94,2.53,4.07,2020-09-09,SG
12085,5.57,0.26,0.34,4.08,0.08,0.83,6.05,0.26,0.18,4.57,1.34,1.42,1.94,2.6,4.05,2020-09-10,SG
12086,5.36,0.25,0.33,3.97,0.08,0.93,5.88,0.23,0.16,4.51,1.35,1.5,1.87,2.46,3.61,2020-09-11,SG
12087,5.26,0.23,0.34,4.12,0.08,0.74,5.42,0.21,0.15,4.72,1.47,1.56,1.83,2.6,3.98,2020-09-12,SG
12088,6.02,0.28,0.37,4.53,0.06,0.82,6.28,0.24,0.21,4.82,1.42,1.68,2.0,2.79,4.18,2020-09-13,SG
12089,6.05,0.32,0.41,4.76,0.05,0.85,6.68,0.23,0.2,5.09,1.59,1.71,2.15,2.96,4.21,2020-09-14,SG
12090,5.92,0.3,0.41,4.57,0.09,0.88,6.83,0.26,0.21,5.0,1.63,1.63,2.05,2.75,3.92,2020-09-15,SG
12091,6.21,0.28,0.41,4.52,0.07,0.9,6.74,0.29,0.23,4.95,1.54,1.63,1.92,2.58,3.93,2020-09-16,SG
12092,5.94,0.28,0.36,4.44,0.07,0.82,6.24,0.29,0.2,4.62,1.58,1.63,2.07,2.68,3.89,2020-09-17,SG
12093,6.62,0.28,0.29,4.38,0.08,0.84,5.59,0.24,0.17,4.48,1.5,1.72,1.89,2.63,3.81,2020-09-18,SG
12094,6.11,0.28,0.33,4.51,0.09,0.82,5.88,0.23,0.17,4.64,1.55,1.87,1.85,2.51,3.77,2020-09-19,SG
12095,6.4,0.28,0.3,4.87,0.1,0.95,6.55,0.27,0.19,5.2,1.54,1.81,2.02,2.89,4.12,2020-09-20,SG
12096,6.22,0.26,0.32,4.96,0.07,0.88,6.41,0.25,0.19,5.1,1.61,1.74,2.18,2.78,4.09,2020-09-21,SG
12097,5.81,0.26,0.32,4.83,0.12,0.92,6.8,0.31,0.18,5.09,1.56,1.63,2.03,2.69,3.92,2020-09-22,SG
12098,5.85,0.32,0.35,4.77,0.09,0.9,6.53,0.25,0.2,5.14,1.53,1.67,1.99,2.77,3.81,2020-09-23,SG
12099,5.44,0.28,0.31,4.67,0.09,0.85,6.37,0.25,0.2,4.74,1.52,1.63,1.97,2.52,3.92,2020-09-24,SG
12100,4.91,0.22,0.29,4.4,0.09,0.77,5.73,0.26,0.14,4.42,1.39,1.63,1.89,2.55,3.68,2020-09-25,SG
12101,4.7,0.21,0.34,4.48,0.08,0.81,5.61,0.3,0.17,4.55,1.44,1.74,1.82,2.52,3.78,2020-09-26,SG
12102,5.54,0.31,0.35,4.96,,0.97,6.45,0.31,0.22,4.84,1.59,1.78,2.06,2.81,4.31,2020-09-27,SG
12103,5.44,0.29,0.35,4.84,0.07,0.9,6.58,0.24,0.21,5.28,1.58,1.61,2.19,2.99,4.18,2020-09-28,SG
12104,5.41,0.28,0.34,4.67,0.1,0.94,6.61,0.26,0.2,4.81,1.69,1.64,2.1,2.83,4.13,2020-09-29,SG
12105,5.17,0.29,0.36,4.46,0.07,0.93,6.5,0.21,0.16,4.8,1.43,1.51,2.11,2.81,4.16,2020-09-30,SG
12106,4.89,0.28,0.31,4.25,0.1,0.93,5.91,0.21,0.2,4.41,1.45,1.5,1.95,2.74,4.08,2020-10-01,SG
12107,4.96,0.25,0.32,4.17,0.1,0.81,5.95,0.24,0.16,4.63,1.43,1.62,1.78,2.52,3.83,2020-10-02,SG
12108,5.07,0.26,0.3,4.51,0.06,0.81,5.92,0.23,0.17,4.73,1.49,1.78,1.96,2.59,4.08,2020-10-03,SG
12109,5.73,0.3,0.31,4.78,0.1,0.97,6.67,0.24,0.2,5.09,1.57,1.81,2.09,2.92,4.55,2020-10-04,SG
12110,5.87,0.33,0.34,4.71,0.1,0.97,6.69,0.28,0.2,5.07,1.51,1.68,2.22,2.94,4.36,2020-10-05,SG
12111,5.69,0.33,0.31,4.37,0.08,0.95,6.76,0.29,0.25,5.04,1.51,1.55,2.09,2.83,4.29,2020-10-06,SG
12112,5.05,0.32,0.3,4.32,0.07,0.85,6.09,0.29,0.18,4.74,1.44,1.51,1.97,2.67,4.06,2020-10-07,SG
12113,4.67,0.25,0.28,4.14,0.07,0.89,5.74,0.24,0.16,4.56,1.31,1.42,1.97,2.65,3.95,2020-10-08,SG
12114,4.41,0.23,0.3,3.96,0.07,0.82,5.45,0.25,0.2,4.63,1.35,1.45,1.85,2.45,3.93,2020-10-09,SG
12115,4.57,0.21,0.31,3.98,0.05,0.85,5.74,0.24,0.18,4.74,1.39,1.54,1.94,2.68,3.95,2020-10-10,SG
12116,4.84,0.24,0.34,4.31,0.06,0.91,6.54,0.25,0.17,5.03,1.44,1.65,2.15,2.99,4.45,2020-10-11,SG
12117,5.0,0.29,0.31,4.27,0.08,0.97,6.79,0.28,0.21,5.19,1.37,1.56,2.15,2.99,4.22,2020-10-12,SG
12118,5.02,0.28,0.29,4.11,0.12,0.97,6.8,0.24,0.2,5.0,1.43,1.4,1.96,2.73,4.04,2020-10-13,SG
12119,4.72,0.26,0.24,4.03,0.06,0.85,6.3,0.21,0.18,4.88,1.38,1.42,1.97,2.59,3.95,2020-10-14,SG
12120,4.81,0.29,0.28,3.89,0.08,0.84,6.27,0.24,0.15,4.61,1.32,1.5,1.97,2.69,4.05,2020-10-15,SG
12121,4.39,0.2,0.31,3.81,0.08,0.83,5.69,0.23,0.2,4.43,1.34,1.52,1.84,2.52,3.64,2020-10-16,SG
12122,4.46,0.19,0.23,3.69,0.09,0.78,5.69,0.2,0.19,4.75,1.3,1.48,1.81,2.55,3.84,2020-10-17,SG
12123,4.7,0.26,0.32,3.99,0.05,0.89,6.41,0.23,0.18,4.76,1.22,1.54,2.16,2.9,4.29,2020-10-18,SG
12124,5.15,0.22,0.3,4.38,0.1,0.99,6.67,0.21,0.2,5.17,1.36,1.49,2.11,2.79,4.13,2020-10-19,SG
12125,4.78,0.29,0.29,4.16,0.08,0.94,6.64,0.28,0.17,4.83,1.34,1.48,1.94,2.66,4.15,2020-10-20,SG
12126,4.71,0.23,0.31,4.01,0.07,0.96,6.3,0.29,0.19,4.71,1.33,1.4,2.02,2.7,4.07,2020-10-21,SG
12127,4.67,0.25,0.29,4.08,0.09,0.82,6.27,0.22,0.19,4.45,1.32,1.36,2.01,2.64,3.95,2020-10-22,SG
12128,4.21,0.21,0.28,3.8,0.07,0.84,5.59,0.22,0.16,4.48,1.21,1.43,1.82,2.45,3.62,2020-10-23,SG
12129,4.18,0.2,0.28,4.59,0.09,0.75,5.81,0.25,0.17,4.38,1.22,1.46,1.89,2.5,3.86,2020-10-24,SG
12130,5.29,0.28,0.3,4.6,0.08,0.98,6.45,0.27,0.21,4.93,1.31,1.48,2.08,2.82,4.2,2020-10-25,SG
12131,5.25,0.23,0.27,4.34,0.1,0.95,6.61,0.27,0.2,4.8,1.36,1.38,2.21,2.84,3.99,2020-10-26,SG
12132,5.03,0.24,0.28,4.13,0.09,1.02,6.61,0.3,0.2,4.84,1.32,1.48,2.1,2.79,3.99,2020-10-27,SG
12133,5.09,0.19,0.26,4.13,0.09,0.97,6.75,0.28,0.18,4.58,1.26,1.38,2.1,2.75,4.06,2020-10-28,SG
12134,4.65,0.21,0.27,3.92,0.08,0.96,6.25,0.29,0.19,4.67,1.21,1.3,1.97,2.56,3.92,2020-10-29,SG
12135,4.17,0.18,0.33,3.64,0.09,0.85,5.53,0.2,0.15,4.46,1.16,1.35,1.84,2.5,3.47,2020-10-30,SG
12136,4.09,0.19,0.28,3.65,0.07,0.71,5.31,0.21,0.2,4.45,1.23,1.48,1.85,2.42,3.64,2020-10-31,SG
12137,4.71,0.23,0.28,4.03,0.09,0.85,6.23,0.28,0.17,4.93,1.33,1.43,2.15,2.82,4.32,2020-11-01,SG
12138,4.45,0.23,0.3,3.98,0.1,0.85,6.12,0.28,0.19,4.81,1.37,1.44,1.99,2.76,3.97,2020-11-02,SG
12139,4.18,0.18,0.27,3.68,0.09,0.86,5.65,0.23,0.19,4.5,1.26,1.26,1.95,2.45,3.67,2020-11-03,SG
12140,4.17,0.21,0.32,3.75,0.1,0.84,5.47,0.25,0.18,4.2,1.14,1.19,1.76,2.41,3.69,2020-11-04,SG
12141,12.61,0.25,0.28,3.71,0.1,0.88,5.87,0.25,0.18,4.4,1.21,1.31,1.83,2.48,3.7,2020-11-05,SG
12142,7.17,0.17,0.32,3.6,0.05,0.74,5.08,0.21,0.16,4.28,1.18,1.29,1.76,2.25,3.31,2020-11-06,SG
12143,4.68,0.18,0.3,3.6,0.07,0.72,4.97,0.22,0.15,4.05,1.19,1.36,1.81,2.36,3.65,2020-11-07,SG
12144,4.66,0.21,0.35,4.07,0.07,0.83,5.94,0.26,0.21,4.8,1.3,1.48,2.0,2.65,4.08,2020-11-08,SG
12145,4.47,0.23,0.33,4.1,0.08,0.86,6.11,0.25,0.2,4.84,1.35,1.42,2.06,2.76,3.86,2020-11-09,SG
12146,4.22,0.23,0.34,3.8,0.08,0.84,5.97,0.41,0.18,4.47,1.28,1.27,1.95,2.51,3.76,2020-11-10,SG
12147,4.27,0.2,0.31,3.83,0.1,0.76,5.85,0.48,0.18,4.6,1.21,1.4,1.93,2.53,3.86,2020-11-11,SG
12148,4.27,0.23,0.26,3.78,0.09,0.85,5.6,0.39,0.17,4.57,1.2,1.41,1.91,2.74,3.76,2020-11-12,SG
12149,3.75,0.18,0.25,3.49,0.09,0.68,5.33,0.34,0.17,4.26,1.22,1.43,1.79,2.48,3.37,2020-11-13,SG
12150,3.8,0.19,0.27,3.72,0.1,0.76,5.35,0.29,0.18,4.55,1.22,1.54,1.86,2.56,3.74,2020-11-14,SG
12151,4.09,0.2,0.28,3.97,0.08,0.8,5.79,0.26,0.17,4.87,1.32,1.31,1.94,2.68,3.95,2020-11-15,SG
12152,4.35,0.21,0.31,4.09,0.08,0.87,6.28,0.29,0.2,5.14,1.31,1.43,2.0,2.77,3.9,2020-11-16,SG
12153,4.31,0.2,0.27,3.98,0.1,0.93,6.16,0.27,0.2,4.96,1.28,1.44,1.98,2.62,3.75,2020-11-17,SG
12154,4.33,0.21,0.28,4.11,0.09,0.84,6.27,0.33,0.19,4.88,1.23,1.4,1.98,2.64,3.81,2020-11-18,SG
12155,4.44,0.2,0.27,3.81,0.08,0.86,5.68,0.27,0.18,4.63,1.25,1.36,1.79,2.56,3.75,2020-11-19,SG
12156,3.85,0.18,0.31,3.69,0.07,0.74,5.43,0.27,0.16,4.44,1.21,1.37,1.87,2.33,3.46,2020-11-20,SG
12157,3.76,0.14,0.29,3.87,0.05,0.74,5.36,0.27,0.16,4.43,1.25,1.46,1.83,2.51,3.7,2020-11-21,SG
12158,4.3,0.21,0.3,4.1,0.07,0.9,5.73,0.26,0.16,4.91,1.26,1.47,1.86,2.55,4.0,2020-11-22,SG
12159,4.49,0.21,0.35,4.36,0.07,0.85,5.88,0.29,0.19,4.74,1.36,1.46,2.02,2.65,3.91,2020-11-23,SG
12160,4.34,0.23,0.35,4.08,0.11,0.84,5.79,0.41,0.18,4.56,1.3,1.4,1.96,2.63,3.72,2020-11-24,SG
12161,4.32,0.26,0.35,3.98,0.07,0.77,5.68,0.36,0.17,4.61,1.19,1.38,1.91,2.53,3.74,2020-11-25,SG
12162,3.98,0.24,0.28,3.96,0.04,0.81,5.35,0.34,0.2,4.46,1.19,1.43,1.82,2.54,3.79,2020-11-26,SG
12163,3.94,0.22,0.29,3.77,0.06,0.76,4.98,0.27,0.16,4.39,1.18,1.35,1.82,2.59,3.56,2020-11-27,SG
12164,3.92,0.2,0.37,3.87,0.09,0.84,5.25,0.29,0.19,4.41,1.34,1.54,1.92,2.56,3.81,2020-11-28,SG
12165,4.4,0.27,0.29,4.75,0.08,0.92,5.63,0.33,0.18,4.82,1.38,1.49,2.03,2.79,4.04,2020-11-29,SG
12166,4.27,0.26,0.28,4.15,0.08,0.89,5.86,0.28,0.18,4.56,1.36,1.47,2.18,2.73,3.95,2020-11-30,SG
12167,4.43,0.3,0.33,4.16,0.1,0.86,5.93,0.25,0.21,4.74,1.42,1.43,1.83,2.6,3.75,2020-12-01,SG
12168,4.25,0.25,0.3,3.87,0.07,0.84,5.68,0.28,0.18,4.61,1.36,1.5,2.06,2.79,4.09,2020-12-02,SG
12169,4.31,0.23,0.28,4.01,0.06,0.8,5.52,0.27,0.17,4.54,1.31,1.49,1.82,2.68,4.25,2020-12-03,SG
12170,3.9,0.2,0.26,3.9,0.08,0.72,5.15,0.19,0.13,4.31,1.2,1.43,1.81,2.38,3.53,2020-12-04,SG
12171,3.88,0.22,0.3,3.96,0.08,0.7,5.14,0.19,0.17,4.63,1.29,1.6,1.92,2.58,3.75,2020-12-05,SG
12172,4.32,0.22,0.31,4.21,0.07,0.77,5.75,0.25,0.2,4.82,1.36,1.65,2.03,2.82,3.99,2020-12-06,SG
12173,4.34,0.24,0.29,4.12,0.08,0.86,5.88,0.2,0.18,4.79,1.4,1.68,2.03,2.72,3.81,2020-12-07,SG
12174,4.37,0.26,0.34,4.18,0.1,0.79,6.05,0.26,0.15,4.6,1.41,1.6,1.96,2.76,4.65,2020-12-08,SG
12175,4.04,0.19,0.27,4.02,0.08,0.83,5.77,0.26,0.17,4.46,1.29,1.52,1.97,2.81,4.45,2020-12-09,SG
12176,3.86,0.19,0.27,3.98,0.09,0.8,5.5,0.24,0.18,4.44,1.25,1.52,1.83,3.33,3.97,2020-12-10,SG
12177,3.86,0.18,0.27,3.87,0.05,0.69,5.0,0.23,0.14,4.45,1.25,1.49,1.77,3.6,3.61,2020-12-11,SG
12178,3.87,0.18,0.3,3.94,0.09,0.62,5.13,0.2,0.16,4.52,1.28,1.74,1.9,3.11,3.7,2020-12-12,SG
12179,4.12,0.2,0.3,4.21,0.09,0.82,5.48,0.24,0.2,4.74,1.34,1.67,2.06,3.01,4.03,2020-12-13,SG
12180,3.95,0.18,0.28,4.3,0.1,0.81,5.32,0.3,0.18,4.4,1.36,1.6,1.93,2.82,3.78,2020-12-14,SG
12181,4.01,0.17,0.27,4.21,0.06,0.81,5.46,0.29,0.2,4.6,1.31,1.65,2.0,2.86,3.79,2020-12-15,SG
12182,4.04,0.21,0.33,4.17,0.08,0.85,5.26,0.24,0.16,4.38,1.33,1.66,1.99,2.64,3.86,2020-12-16,SG
12183,4.02,0.18,0.33,4.07,0.06,0.84,5.24,0.22,0.17,4.29,1.3,1.51,1.89,2.65,3.65,2020-12-17,SG
12184,3.82,0.21,0.35,3.98,0.08,0.7,4.97,0.18,0.13,4.3,1.27,1.58,1.81,2.61,3.64,2020-12-18,SG
12185,3.98,0.2,0.34,4.36,0.05,0.72,5.01,0.17,0.17,4.54,1.33,1.8,1.87,2.75,3.82,2020-12-19,SG
12186,4.31,0.2,0.32,4.41,0.07,0.72,5.2,0.2,0.18,4.56,1.52,1.81,1.92,2.64,4.16,2020-12-20,SG
12187,4.5,0.24,0.33,4.45,0.07,0.75,5.59,0.22,0.15,4.45,1.45,1.67,1.98,2.68,3.97,2020-12-21,SG
12188,4.32,0.22,0.28,4.28,0.07,0.7,5.41,0.24,0.17,4.37,1.4,1.73,1.93,2.7,3.76,2020-12-22,SG
12189,3.94,0.23,0.32,4.08,0.04,0.69,4.83,0.26,0.15,4.26,1.35,1.62,2.02,2.68,3.67,2020-12-23,SG
12190,3.64,0.21,0.29,3.85,0.07,0.65,4.61,0.4,0.14,4.11,1.25,1.63,1.88,2.7,3.74,2020-12-24,SG
12191,3.81,0.17,0.26,4.12,0.06,0.75,5.59,0.4,0.18,4.29,1.39,1.8,2.06,2.82,3.98,2020-12-25,SG
12192,3.73,0.16,0.3,4.47,0.07,0.74,5.8,0.25,0.14,4.31,1.31,1.77,1.92,2.79,4.03,2020-12-26,SG
12193,4.09,0.21,0.3,4.38,0.08,0.8,5.83,0.27,0.17,4.54,1.38,1.8,2.11,3.0,4.23,2020-12-27,SG
12194,4.28,0.24,0.31,4.45,0.07,0.79,5.99,0.26,0.13,4.73,1.43,1.74,2.13,2.89,4.03,2020-12-28,SG
12195,4.36,0.26,0.34,4.24,0.07,0.78,5.77,0.21,0.15,4.61,1.39,1.66,2.0,2.88,3.96,2020-12-29,SG
12196,4.1,0.23,0.31,3.92,0.07,0.75,5.07,0.24,0.15,4.54,1.33,1.64,1.9,2.69,3.98,2020-12-30,SG
12197,3.6,0.18,0.29,3.62,0.07,0.55,4.24,0.2,0.12,4.21,1.18,1.47,1.9,2.82,3.53,2020-12-31,SG
12198,3.51,0.16,0.34,3.91,0.06,0.71,4.69,0.58,0.13,4.04,1.23,1.61,1.81,2.55,3.74,2021-01-01,SG
12199,3.84,0.21,0.43,4.14,0.06,0.66,4.84,0.24,0.13,3.96,1.34,1.76,1.98,2.52,3.85,2021-01-02,SG
12200,4.4,0.22,0.4,4.38,0.08,0.77,5.54,0.21,0.15,4.23,1.33,1.68,2.04,2.83,4.05,2021-01-03,SG
12201,4.49,0.26,0.38,4.43,0.09,0.8,5.96,0.23,0.18,4.68,1.37,1.67,2.08,2.83,3.96,2021-01-04,SG
12202,4.49,0.23,0.36,4.33,0.09,0.87,6.04,0.25,0.15,4.63,1.35,1.71,2.11,2.83,3.97,2021-01-05,SG
12203,4.39,0.25,0.33,4.11,0.06,0.81,6.21,0.23,0.17,4.48,1.24,1.56,1.95,2.79,3.99,2021-01-06,SG
12204,4.11,0.25,0.35,4.18,0.08,0.79,5.68,0.24,0.14,4.26,1.28,1.51,1.9,2.66,3.93,2021-01-07,SG
12205,3.98,0.21,0.33,4.19,0.06,0.71,5.28,0.2,0.13,4.02,1.27,1.54,1.76,2.63,3.85,2021-01-08,SG
12206,4.0,0.23,0.35,4.55,0.14,0.77,4.84,0.19,0.14,4.14,1.29,1.7,1.9,2.69,3.88,2021-01-09,SG
12207,4.64,0.25,0.32,4.58,0.07,0.83,5.34,0.22,0.17,4.21,1.3,1.6,2.08,2.89,4.14,2021-01-10,SG
12208,4.48,0.24,0.4,4.68,0.07,0.95,5.68,0.24,0.21,4.42,1.38,1.61,2.02,2.67,4.02,2021-01-11,SG
12209,4.43,0.24,0.35,4.73,0.08,0.88,5.93,0.23,0.16,4.12,1.37,1.67,2.06,2.74,4.09,2021-01-12,SG
12210,4.53,0.27,0.36,4.6,0.08,0.79,6.25,0.3,0.13,4.26,1.5,1.78,1.89,5.14,6.99,2021-01-13,SG
12211,4.63,0.24,0.41,4.79,0.07,0.86,6.15,0.25,0.18,4.25,1.38,1.69,1.96,3.08,4.51,2021-01-14,SG
12212,4.29,0.27,0.37,4.69,0.06,0.77,5.58,0.22,0.15,4.19,1.47,1.89,1.82,2.67,3.88,2021-01-15,SG
12213,4.32,0.26,0.31,5.0,0.07,0.79,5.7,0.23,0.16,4.26,1.6,2.04,1.92,2.76,3.96,2021-01-16,SG
12214,4.84,0.3,0.37,5.34,0.07,0.84,6.26,0.23,0.16,4.51,1.63,2.07,2.15,2.86,4.15,2021-01-17,SG
12215,5.08,0.35,0.43,5.58,0.06,0.85,6.47,0.28,0.16,4.63,1.68,2.0,2.13,2.74,4.13,2021-01-18,SG
