,date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
1651765,2020-07-23,SG,-28.0,-5.0,-25.0,-37.0,-40.0,25.0
1651766,2020-07-24,SG,-25.0,-1.0,-29.0,-36.0,-36.0,27.0
1651767,2020-07-25,SG,-20.0,4.0,-23.0,-29.0,-13.0,15.0
1651768,2020-07-26,SG,-26.0,-6.0,-25.0,-37.0,-9.0,15.0
1651769,2020-07-27,SG,-29.0,-5.0,-37.0,-37.0,-33.0,23.0
1651770,2020-07-28,SG,-26.0,1.0,-30.0,-35.0,-32.0,22.0
1651771,2020-07-29,SG,-28.0,-7.0,-40.0,-35.0,-32.0,22.0
1651772,2020-07-30,SG,-19.0,6.0,-20.0,-30.0,-33.0,19.0
1651773,2020-07-31,SG,-22.0,9.0,-1.0,-45.0,-72.0,36.0
1651774,2020-08-01,SG,-18.0,3.0,-13.0,-30.0,-14.0,15.0
1651775,2020-08-02,SG,-22.0,-5.0,-10.0,-36.0,-9.0,14.0
1651776,2020-08-03,SG,-25.0,2.0,-25.0,-36.0,-31.0,21.0
1651777,2020-08-04,SG,-25.0,-3.0,-24.0,-35.0,-31.0,21.0
1651778,2020-08-05,SG,-25.0,-7.0,-23.0,-34.0,-31.0,21.0
1651779,2020-08-06,SG,-25.0,-4.0,-23.0,-33.0,-31.0,20.0
1651780,2020-08-07,SG,-18.0,3.0,-20.0,-30.0,-27.0,22.0
1651781,2020-08-08,SG,-15.0,5.0,-7.0,-27.0,-10.0,13.0
1651782,2020-08-09,SG,-21.0,-7.0,11.0,-30.0,-12.0,12.0
1651783,2020-08-10,SG,-15.0,15.0,20.0,-46.0,-73.0,33.0
1651784,2020-08-11,SG,-25.0,-4.0,-20.0,-35.0,-30.0,19.0
1651785,2020-08-12,SG,-26.0,-9.0,-24.0,-34.0,-30.0,20.0
1651786,2020-08-13,SG,-27.0,-9.0,-27.0,-32.0,-31.0,20.0
1651787,2020-08-14,SG,-23.0,-6.0,-30.0,-32.0,-27.0,22.0
1651788,2020-08-15,SG,-17.0,4.0,-13.0,-27.0,-8.0,13.0
1651789,2020-08-16,SG,-22.0,-4.0,-6.0,-34.0,-6.0,13.0
1651790,2020-08-17,SG,-27.0,-6.0,-31.0,-36.0,-30.0,19.0
1651791,2020-08-18,SG,-25.0,0.0,-22.0,-35.0,-27.0,18.0
1651792,2020-08-19,SG,-27.0,-9.0,-25.0,-34.0,-28.0,20.0
1651793,2020-08-20,SG,-26.0,-7.0,-22.0,-32.0,-29.0,19.0
1651794,2020-08-21,SG,-20.0,1.0,-20.0,-31.0,-24.0,20.0
1651795,2020-08-22,SG,-18.0,2.0,-17.0,-28.0,-6.0,12.0
1651796,2020-08-23,SG,-24.0,-7.0,-24.0,-36.0,-6.0,13.0
1651797,2020-08-24,SG,-24.0,-1.0,-20.0,-34.0,-28.0,19.0
1651798,2020-08-25,SG,-24.0,-2.0,-18.0,-34.0,-28.0,18.0
1651799,2020-08-26,SG,-25.0,-9.0,-21.0,-33.0,-27.0,19.0
1651800,2020-08-27,SG,-24.0,-4.0,-18.0,-31.0,-27.0,18.0
1651801,2020-08-28,SG,-19.0,1.0,-17.0,-29.0,-23.0,19.0
1651802,2020-08-29,SG,-16.0,6.0,-17.0,-26.0,-5.0,11.0
1651803,2020-08-30,SG,-18.0,-1.0,-2.0,-31.0,-4.0,11.0
1651804,2020-08-31,SG,-21.0,3.0,-19.0,-33.0,-26.0,18.0
1651805,2020-09-01,SG,-22.0,2.0,-19.0,-32.0,-27.0,17.0
1651806,2020-09-02,SG,-24.0,-5.0,-22.0,-33.0,-26.0,18.0
1651807,2020-09-03,SG,-21.0,-7.0,-18.0,-30.0,-27.0,17.0
1651808,2020-09-04,SG,-16.0,-2.0,-15.0,-33.0,-33.0,22.0
1651809,2020-09-05,SG,-17.0,0.0,-37.0,-29.0,-7.0,12.0
1651810,2020-09-06,SG,-18.0,-4.0,-16.0,-32.0,-5.0,11.0
1651811,2020-09-07,SG,-18.0,0.0,-10.0,-35.0,-34.0,19.0
1651812,2020-09-08,SG,-19.0,-3.0,-8.0,-35.0,-34.0,19.0
1651813,2020-09-09,SG,-20.0,-8.0,-11.0,-35.0,-33.0,19.0
1651814,2020-09-10,SG,-20.0,-7.0,-11.0,-33.0,-34.0,18.0
1651815,2020-09-11,SG,-16.0,-1.0,-17.0,-32.0,-30.0,21.0
1651816,2020-09-12,SG,-14.0,4.0,-18.0,-27.0,-4.0,11.0
1651817,2020-09-13,SG,-21.0,-8.0,-35.0,-35.0,-4.0,12.0
1651818,2020-09-14,SG,-21.0,-1.0,-23.0,-34.0,-23.0,18.0
1651819,2020-09-15,SG,-20.0,1.0,-13.0,-32.0,-23.0,17.0
1651820,2020-09-16,SG,-22.0,-6.0,-23.0,-33.0,-24.0,18.0
1651821,2020-09-17,SG,-23.0,-8.0,-15.0,-31.0,-25.0,16.0
1651822,2020-09-18,SG,-17.0,-1.0,-14.0,-30.0,-22.0,19.0
1651823,2020-09-19,SG,-13.0,6.0,-4.0,-25.0,-2.0,10.0
1651824,2020-09-20,SG,-18.0,-4.0,-4.0,-32.0,-1.0,11.0
1651825,2020-09-21,SG,-20.0,-3.0,-27.0,-33.0,-25.0,17.0
1651826,2020-09-22,SG,-20.0,-1.0,-15.0,-31.0,-24.0,16.0
1651827,2020-09-23,SG,-22.0,-6.0,-18.0,-31.0,-23.0,17.0
1651828,2020-09-24,SG,-23.0,-5.0,-22.0,-30.0,-23.0,17.0
1651829,2020-09-25,SG,-18.0,1.0,-19.0,-28.0,-19.0,18.0
1651830,2020-09-26,SG,-14.0,5.0,-17.0,-24.0,0.0,10.0
1651831,2020-09-27,SG,-16.0,0.0,-7.0,-30.0,1.0,11.0
1651832,2020-09-28,SG,-21.0,3.0,-18.0,-32.0,-23.0,17.0
1651833,2020-09-29,SG,-22.0,1.0,-23.0,-31.0,-23.0,17.0
1651834,2020-09-30,SG,-21.0,-1.0,-23.0,-30.0,-23.0,17.0
1651835,2020-10-01,SG,-22.0,0.0,-13.0,-29.0,-23.0,16.0
1651836,2020-10-02,SG,-18.0,3.0,-19.0,-27.0,-19.0,18.0
1651837,2020-10-03,SG,-13.0,11.0,-6.0,-23.0,0.0,10.0
1651838,2020-10-04,SG,-16.0,1.0,-1.0,-28.0,0.0,10.0
1651839,2020-10-05,SG,-20.0,4.0,-19.0,-31.0,-23.0,16.0
1651840,2020-10-06,SG,-20.0,2.0,-15.0,-30.0,-23.0,16.0
1651841,2020-10-07,SG,-21.0,-3.0,-21.0,-30.0,-23.0,16.0
1651842,2020-10-08,SG,-23.0,-6.0,-31.0,-28.0,-23.0,16.0
1651843,2020-10-09,SG,-14.0,5.0,-10.0,-28.0,-23.0,18.0
1651844,2020-10-10,SG,-12.0,10.0,-12.0,-22.0,1.0,10.0
1651845,2020-10-11,SG,-16.0,2.0,-4.0,-28.0,2.0,10.0
1651846,2020-10-12,SG,-20.0,4.0,-15.0,-31.0,-24.0,16.0
1651847,2020-10-13,SG,-20.0,2.0,-12.0,-30.0,-22.0,16.0
1651848,2020-10-14,SG,-21.0,-5.0,-18.0,-29.0,-21.0,16.0
1651849,2020-10-15,SG,-21.0,-2.0,-17.0,-28.0,-22.0,16.0
1651850,2020-10-16,SG,-16.0,6.0,-17.0,-27.0,-18.0,18.0
1651851,2020-10-17,SG,-12.0,11.0,-5.0,-22.0,2.0,10.0
1651852,2020-10-18,SG,-16.0,1.0,-4.0,-28.0,2.0,10.0
1651853,2020-10-19,SG,-19.0,2.0,-14.0,-31.0,-23.0,16.0
1651854,2020-10-20,SG,-20.0,0.0,-13.0,-31.0,-22.0,16.0
1651855,2020-10-21,SG,-20.0,-6.0,-19.0,-29.0,-21.0,16.0
1651856,2020-10-22,SG,-21.0,-3.0,-20.0,-27.0,-21.0,16.0
1651857,2020-10-23,SG,-16.0,3.0,-19.0,-26.0,-17.0,17.0
1651858,2020-10-24,SG,-11.0,12.0,-5.0,-21.0,2.0,10.0
1651859,2020-10-25,SG,-14.0,2.0,-2.0,-27.0,3.0,10.0
1651860,2020-10-26,SG,-19.0,3.0,-24.0,-30.0,-22.0,16.0
1651861,2020-10-27,SG,-19.0,3.0,-13.0,-29.0,-21.0,15.0
1651862,2020-10-28,SG,-21.0,-3.0,-23.0,-28.0,-20.0,16.0
1651863,2020-10-29,SG,-20.0,0.0,-19.0,-27.0,-21.0,15.0
1651864,2020-10-30,SG,-15.0,8.0,-18.0,-25.0,-17.0,16.0
1651865,2020-10-31,SG,-13.0,9.0,-20.0,-22.0,3.0,9.0
1651866,2020-11-01,SG,-14.0,4.0,-4.0,-25.0,4.0,9.0
1651867,2020-11-02,SG,-21.0,1.0,-31.0,-31.0,-21.0,16.0
1651868,2020-11-03,SG,-19.0,4.0,-20.0,-29.0,-21.0,15.0
1651869,2020-11-04,SG,-22.0,-6.0,-32.0,-29.0,-22.0,17.0
1651870,2020-11-05,SG,-20.0,-1.0,-19.0,-27.0,-21.0,15.0
1651871,2020-11-06,SG,-15.0,5.0,-20.0,-26.0,-18.0,17.0
1651872,2020-11-07,SG,-13.0,8.0,-32.0,-22.0,3.0,10.0
1651873,2020-11-08,SG,-13.0,3.0,-12.0,-25.0,4.0,9.0
1651874,2020-11-09,SG,-18.0,5.0,-23.0,-30.0,-22.0,16.0
1651875,2020-11-10,SG,-18.0,2.0,-22.0,-30.0,-22.0,16.0
1651876,2020-11-11,SG,-17.0,-2.0,-17.0,-28.0,-21.0,16.0
1651877,2020-11-12,SG,-17.0,2.0,-16.0,-26.0,-22.0,15.0
1651878,2020-11-13,SG,-11.0,13.0,-14.0,-25.0,-21.0,17.0
1651879,2020-11-14,SG,-15.0,11.0,-2.0,-28.0,-32.0,14.0
1651880,2020-11-15,SG,-16.0,-5.0,-17.0,-28.0,0.0,10.0
1651881,2020-11-16,SG,-13.0,8.0,-7.0,-32.0,-31.0,18.0
1651882,2020-11-17,SG,-19.0,0.0,-17.0,-30.0,-21.0,15.0
1651883,2020-11-18,SG,-19.0,-4.0,-16.0,-29.0,-21.0,16.0
1651884,2020-11-19,SG,-20.0,-5.0,-21.0,-27.0,-21.0,15.0
1651885,2020-11-20,SG,-14.0,2.0,-18.0,-27.0,-19.0,17.0
1651886,2020-11-21,SG,-13.0,4.0,-25.0,-23.0,3.0,10.0
1651887,2020-11-22,SG,-15.0,-3.0,-16.0,-27.0,4.0,10.0
1651888,2020-11-23,SG,-16.0,1.0,-22.0,-31.0,-23.0,16.0
1651889,2020-11-24,SG,-16.0,1.0,-11.0,-30.0,-22.0,15.0
1651890,2020-11-25,SG,-16.0,-5.0,-15.0,-29.0,-22.0,16.0
1651891,2020-11-26,SG,-18.0,-4.0,-17.0,-27.0,-23.0,15.0
1651892,2020-11-27,SG,-12.0,4.0,-14.0,-26.0,-21.0,17.0
1651893,2020-11-28,SG,-9.0,12.0,-12.0,-20.0,3.0,8.0
1651894,2020-11-29,SG,-11.0,3.0,4.0,-24.0,5.0,8.0
1651895,2020-11-30,SG,-13.0,5.0,-15.0,-29.0,-24.0,16.0
1651896,2020-12-01,SG,-14.0,4.0,-6.0,-29.0,-23.0,15.0
1651897,2020-12-02,SG,-16.0,-3.0,-13.0,-28.0,-23.0,16.0
1651898,2020-12-03,SG,-18.0,-2.0,-22.0,-27.0,-24.0,15.0
1651899,2020-12-04,SG,-13.0,4.0,-22.0,-26.0,-21.0,17.0
1651900,2020-12-05,SG,-8.0,12.0,-5.0,-19.0,3.0,8.0
1651901,2020-12-06,SG,-10.0,4.0,2.0,-23.0,4.0,8.0
1651902,2020-12-07,SG,-13.0,4.0,-14.0,-29.0,-25.0,15.0
1651903,2020-12-08,SG,-13.0,4.0,-7.0,-28.0,-23.0,15.0
1651904,2020-12-09,SG,-16.0,-5.0,-16.0,-28.0,-24.0,16.0
1651905,2020-12-10,SG,-17.0,-2.0,-12.0,-26.0,-25.0,15.0
1651906,2020-12-11,SG,-12.0,4.0,-5.0,-25.0,-23.0,17.0
1651907,2020-12-12,SG,-11.0,6.0,-17.0,-19.0,3.0,8.0
1651908,2020-12-13,SG,-10.0,5.0,9.0,-21.0,5.0,7.0
1651909,2020-12-14,SG,-16.0,2.0,-20.0,-30.0,-26.0,16.0
1651910,2020-12-15,SG,-14.0,3.0,-9.0,-28.0,-25.0,15.0
1651911,2020-12-16,SG,-16.0,-5.0,-17.0,-27.0,-25.0,15.0
1651912,2020-12-17,SG,-14.0,0.0,-9.0,-25.0,-25.0,14.0
1651913,2020-12-18,SG,-11.0,6.0,-17.0,-24.0,-24.0,17.0
1651914,2020-12-19,SG,-8.0,14.0,1.0,-17.0,4.0,7.0
1651915,2020-12-20,SG,-10.0,7.0,1.0,-20.0,5.0,7.0
1651916,2020-12-21,SG,-8.0,13.0,2.0,-26.0,-27.0,15.0
1651917,2020-12-22,SG,-9.0,8.0,1.0,-25.0,-27.0,14.0
1651918,2020-12-23,SG,-8.0,7.0,2.0,-23.0,-26.0,14.0
1651919,2020-12-24,SG,-7.0,21.0,12.0,-22.0,-34.0,16.0
1651920,2020-12-25,SG,-17.0,13.0,20.0,-39.0,-70.0,31.0
1651921,2020-12-26,SG,-16.0,2.0,-13.0,-24.0,-3.0,10.0
1651922,2020-12-27,SG,-14.0,-2.0,-2.0,-23.0,3.0,9.0
1651923,2020-12-28,SG,-7.0,11.0,7.0,-26.0,-30.0,15.0
1651924,2020-12-29,SG,-9.0,7.0,9.0,-26.0,-29.0,15.0
1651925,2020-12-30,SG,-8.0,6.0,11.0,-24.0,-28.0,15.0
1651926,2020-12-31,SG,-4.0,23.0,35.0,-21.0,-35.0,15.0
1651927,2021-01-01,SG,-25.0,3.0,-36.0,-46.0,-72.0,35.0
1651928,2021-01-02,SG,-20.0,1.0,-50.0,-30.0,-4.0,14.0
1651929,2021-01-03,SG,-14.0,5.0,-26.0,-26.0,4.0,10.0
1651930,2021-01-04,SG,-14.0,13.0,-17.0,-26.0,-19.0,14.0
1651931,2021-01-05,SG,-18.0,5.0,-11.0,-26.0,-18.0,13.0
1651932,2021-01-06,SG,-19.0,-2.0,-15.0,-25.0,-17.0,14.0
1651933,2021-01-07,SG,-21.0,-1.0,-25.0,-23.0,-18.0,13.0
1651934,2021-01-08,SG,-17.0,3.0,-30.0,-23.0,-13.0,15.0
1651935,2021-01-09,SG,-12.0,10.0,-31.0,-20.0,5.0,9.0
1651936,2021-01-10,SG,-22.0,-5.0,-56.0,-31.0,3.0,12.0
1651937,2021-01-11,SG,-17.0,10.0,-29.0,-25.0,-16.0,13.0
1651938,2021-01-12,SG,-19.0,4.0,-30.0,-25.0,-17.0,13.0
1651939,2021-01-13,SG,-19.0,-1.0,-24.0,-25.0,-16.0,12.0
1651940,2021-01-14,SG,-21.0,-5.0,-20.0,-23.0,-18.0,12.0
1651941,2021-01-15,SG,-17.0,-1.0,-21.0,-23.0,-14.0,13.0
1651942,2021-01-16,SG,-10.0,8.0,-8.0,-18.0,1.0,7.0
1651943,2021-01-17,SG,-13.0,2.0,-4.0,-24.0,3.0,7.0
1651944,2021-01-18,SG,-19.0,0.0,-18.0,-26.0,-17.0,12.0
1651945,2021-01-19,SG,-20.0,-2.0,-17.0,-26.0,-17.0,11.0
1651946,2021-01-20,SG,-20.0,-7.0,-17.0,-25.0,-16.0,12.0
1651947,2021-01-21,SG,-22.0,-8.0,-27.0,-23.0,-17.0,12.0
1651948,2021-01-22,SG,-17.0,-1.0,-27.0,-24.0,-13.0,14.0
1651949,2021-01-23,SG,-12.0,7.0,-23.0,-20.0,2.0,8.0
1651950,2021-01-24,SG,-13.0,2.0,-11.0,-24.0,4.0,8.0
1651951,2021-01-25,SG,-18.0,1.0,-25.0,-26.0,-16.0,12.0
1651952,2021-01-26,SG,-18.0,2.0,-18.0,-26.0,-16.0,11.0
1651953,2021-01-27,SG,-20.0,-7.0,-23.0,-26.0,-15.0,12.0
1651954,2021-01-28,SG,-20.0,-6.0,-24.0,-23.0,-16.0,12.0
1651955,2021-01-29,SG,-14.0,3.0,-20.0,-22.0,-11.0,13.0
1651956,2021-01-30,SG,-7.0,14.0,-8.0,-18.0,4.0,6.0
1651957,2021-01-31,SG,-10.0,8.0,-10.0,-23.0,6.0,7.0
1651958,2021-02-01,SG,-16.0,8.0,-20.0,-26.0,-15.0,11.0
1651959,2021-02-02,SG,-16.0,6.0,-17.0,-25.0,-15.0,11.0
1651960,2021-02-03,SG,-18.0,-1.0,-20.0,-24.0,-14.0,12.0
1651961,2021-02-04,SG,-17.0,4.0,-19.0,-22.0,-15.0,11.0
1651962,2021-02-05,SG,-13.0,11.0,-21.0,-21.0,-11.0,13.0
1651963,2021-02-06,SG,-9.0,18.0,-13.0,-17.0,4.0,7.0
1651964,2021-02-07,SG,-10.0,12.0,-11.0,-21.0,7.0,7.0
1651965,2021-02-08,SG,-12.0,18.0,-21.0,-23.0,-14.0,11.0
1651966,2021-02-09,SG,-13.0,18.0,-22.0,-22.0,-14.0,10.0
1651967,2021-02-10,SG,-10.0,25.0,-23.0,-20.0,-17.0,11.0
1651968,2021-02-11,SG,-21.0,15.0,-19.0,-27.0,-43.0,20.0
1651969,2021-02-12,SG,-43.0,-29.0,1.0,-49.0,-79.0,34.0
1651970,2021-02-13,SG,-31.0,-12.0,-6.0,-35.0,-50.0,15.0
1651971,2021-02-14,SG,-15.0,-8.0,4.0,-22.0,-15.0,8.0
1651972,2021-02-15,SG,-10.0,10.0,-1.0,-31.0,-41.0,19.0
1651973,2021-02-16,SG,-18.0,1.0,-14.0,-26.0,-21.0,14.0
1651974,2021-02-17,SG,-19.0,-6.0,-18.0,-24.0,-16.0,14.0
1651975,2021-02-18,SG,-19.0,-2.0,-20.0,-22.0,-16.0,13.0
1651976,2021-02-19,SG,-15.0,2.0,-20.0,-22.0,-12.0,14.0
1651977,2021-02-20,SG,-11.0,7.0,-9.0,-17.0,1.0,7.0
1651978,2021-02-21,SG,-14.0,-1.0,-4.0,-21.0,3.0,8.0
1651979,2021-02-22,SG,-17.0,0.0,-20.0,-24.0,-14.0,13.0
1651980,2021-02-23,SG,-17.0,0.0,-16.0,-24.0,-14.0,12.0
1651981,2021-02-24,SG,-18.0,-6.0,-22.0,-23.0,-13.0,13.0
1651982,2021-02-25,SG,-17.0,2.0,-21.0,-20.0,-14.0,12.0
1651983,2021-02-26,SG,-13.0,8.0,-19.0,-19.0,-11.0,14.0
1651984,2021-02-27,SG,-8.0,10.0,-5.0,-15.0,3.0,8.0
1651985,2021-02-28,SG,-10.0,3.0,-1.0,-19.0,5.0,8.0
1651986,2021-03-01,SG,-15.0,3.0,-19.0,-23.0,-14.0,13.0
1651987,2021-03-02,SG,-15.0,2.0,-14.0,-23.0,-14.0,12.0
1651988,2021-03-03,SG,-17.0,-4.0,-16.0,-22.0,-14.0,13.0
1651989,2021-03-04,SG,-18.0,-2.0,-17.0,-21.0,-15.0,12.0
1651990,2021-03-05,SG,-12.0,5.0,-17.0,-20.0,-11.0,14.0
1651991,2021-03-06,SG,-7.0,12.0,-3.0,-14.0,3.0,7.0
1651992,2021-03-07,SG,-12.0,0.0,-20.0,-21.0,3.0,9.0
1651993,2021-03-08,SG,-13.0,8.0,-16.0,-23.0,-14.0,12.0
1651994,2021-03-09,SG,-15.0,4.0,-12.0,-23.0,-14.0,12.0
1651995,2021-03-10,SG,-16.0,-2.0,-15.0,-22.0,-13.0,13.0
1651996,2021-03-11,SG,-17.0,0.0,-14.0,-20.0,-14.0,12.0
1651997,2021-03-12,SG,-12.0,5.0,-21.0,-20.0,-12.0,14.0
1651998,2021-03-13,SG,-7.0,9.0,-12.0,-15.0,2.0,8.0
1651999,2021-03-14,SG,-8.0,4.0,6.0,-17.0,4.0,7.0
1652000,2021-03-15,SG,-10.0,5.0,-7.0,-24.0,-21.0,14.0
1652001,2021-03-16,SG,-11.0,2.0,-3.0,-23.0,-20.0,13.0
1652002,2021-03-17,SG,-14.0,-5.0,-15.0,-23.0,-20.0,14.0
1652003,2021-03-18,SG,-14.0,0.0,-9.0,-21.0,-22.0,14.0
1652004,2021-03-19,SG,-9.0,5.0,-7.0,-21.0,-19.0,16.0
1652005,2021-03-20,SG,-7.0,11.0,-2.0,-14.0,2.0,7.0
1652006,2021-03-21,SG,-11.0,2.0,-2.0,-19.0,4.0,8.0
1652007,2021-03-22,SG,-14.0,5.0,-17.0,-23.0,-13.0,13.0
1652008,2021-03-23,SG,-16.0,0.0,-22.0,-23.0,-13.0,12.0
1652009,2021-03-24,SG,-18.0,-6.0,-29.0,-22.0,-13.0,13.0
1652010,2021-03-25,SG,-16.0,1.0,-21.0,-19.0,-14.0,12.0
1652011,2021-03-26,SG,-10.0,9.0,-14.0,-18.0,-10.0,13.0
1652012,2021-03-27,SG,-6.0,12.0,-6.0,-12.0,4.0,7.0
1652013,2021-03-28,SG,-8.0,5.0,4.0,-16.0,4.0,7.0
1652014,2021-03-29,SG,-14.0,5.0,-22.0,-22.0,-14.0,13.0
1652015,2021-03-30,SG,-13.0,7.0,-14.0,-21.0,-13.0,11.0
1652016,2021-03-31,SG,-13.0,1.0,-19.0,-19.0,-13.0,12.0
1652017,2021-04-01,SG,-7.0,11.0,-5.0,-14.0,-14.0,9.0
1652018,2021-04-02,SG,-8.0,19.0,16.0,-31.0,-68.0,30.0
1652019,2021-04-03,SG,-7.0,13.0,-15.0,-14.0,1.0,8.0
1652020,2021-04-04,SG,-11.0,3.0,-10.0,-19.0,3.0,8.0
1652021,2021-04-05,SG,-14.0,5.0,-28.0,-22.0,-13.0,12.0
1652022,2021-04-06,SG,-14.0,6.0,-17.0,-21.0,-12.0,11.0
1652023,2021-04-07,SG,-15.0,0.0,-19.0,-19.0,-12.0,12.0
1652024,2021-04-08,SG,-15.0,1.0,-21.0,-17.0,-12.0,11.0
1652025,2021-04-09,SG,-11.0,5.0,-21.0,-18.0,-9.0,13.0
1652026,2021-04-10,SG,-3.0,16.0,-2.0,-12.0,4.0,7.0
1652027,2021-04-11,SG,-6.0,10.0,3.0,-15.0,4.0,7.0
1652028,2021-04-12,SG,-12.0,12.0,-23.0,-20.0,-11.0,11.0
1652029,2021-04-13,SG,-18.0,7.0,-20.0,-21.0,-12.0,12.0
1652030,2021-04-14,SG,-18.0,-1.0,-22.0,-20.0,-11.0,12.0
1652031,2021-04-15,SG,-20.0,-5.0,-32.0,-19.0,-11.0,12.0
1652032,2021-04-16,SG,-13.0,5.0,-23.0,-18.0,-8.0,14.0
1652033,2021-04-17,SG,-12.0,6.0,-32.0,-18.0,3.0,10.0
1652034,2021-04-18,SG,-11.0,5.0,-14.0,-19.0,5.0,9.0
1652035,2021-04-19,SG,-15.0,7.0,-21.0,-19.0,-10.0,12.0
1652036,2021-04-20,SG,-15.0,5.0,-18.0,-19.0,-10.0,11.0
1652037,2021-04-21,SG,-16.0,-1.0,-20.0,-19.0,-10.0,12.0
1652038,2021-04-22,SG,-17.0,3.0,-24.0,-18.0,-10.0,12.0
1652039,2021-04-23,SG,-12.0,9.0,-19.0,-17.0,-7.0,13.0
1652040,2021-04-24,SG,-8.0,14.0,-25.0,-16.0,3.0,9.0
1652041,2021-04-25,SG,-9.0,11.0,-7.0,-19.0,5.0,8.0
1652042,2021-04-26,SG,-16.0,6.0,-27.0,-21.0,-10.0,12.0
1652043,2021-04-27,SG,-16.0,6.0,-16.0,-19.0,-9.0,11.0
1652044,2021-04-28,SG,-16.0,-1.0,-20.0,-17.0,-9.0,12.0
1652045,2021-04-29,SG,-15.0,2.0,-21.0,-15.0,-10.0,11.0
1652046,2021-04-30,SG,-9.0,11.0,-20.0,-14.0,-7.0,13.0
1652047,2021-05-01,SG,-11.0,16.0,-10.0,-20.0,-30.0,14.0
1652048,2021-05-02,SG,-11.0,6.0,-8.0,-19.0,2.0,9.0
1652049,2021-05-03,SG,-10.0,14.0,-10.0,-25.0,-29.0,17.0
1652050,2021-05-04,SG,-17.0,6.0,-18.0,-20.0,-12.0,13.0
1652051,2021-05-05,SG,-19.0,-2.0,-24.0,-21.0,-13.0,14.0
1652052,2021-05-06,SG,-19.0,3.0,-21.0,-19.0,-14.0,13.0
1652053,2021-05-07,SG,-13.0,9.0,-22.0,-18.0,-10.0,15.0
1652054,2021-05-08,SG,-10.0,16.0,-24.0,-17.0,2.0,10.0
1652055,2021-05-09,SG,-12.0,8.0,-18.0,-22.0,3.0,10.0
1652056,2021-05-10,SG,-16.0,11.0,-18.0,-23.0,-15.0,15.0
1652057,2021-05-11,SG,-16.0,11.0,-17.0,-22.0,-16.0,14.0
1652058,2021-05-12,SG,-13.0,9.0,-15.0,-20.0,-19.0,15.0
1652059,2021-05-13,SG,-20.0,10.0,11.0,-39.0,-73.0,31.0
1652060,2021-05-14,SG,-15.0,12.0,-23.0,-23.0,-21.0,19.0
1652061,2021-05-15,SG,-13.0,13.0,-23.0,-21.0,-3.0,11.0
1652062,2021-05-16,SG,-44.0,-7.0,-30.0,-42.0,-9.0,18.0
1652063,2021-05-17,SG,-40.0,-2.0,-30.0,-34.0,-26.0,22.0
1652064,2021-05-18,SG,-42.0,-4.0,-28.0,-36.0,-28.0,23.0
1652065,2021-05-19,SG,-44.0,-10.0,-27.0,-40.0,-36.0,27.0
1652066,2021-05-20,SG,-44.0,-6.0,-26.0,-43.0,-37.0,26.0
1652067,2021-05-21,SG,-45.0,-7.0,-37.0,-43.0,-33.0,30.0
1652068,2021-05-22,SG,-41.0,2.0,-29.0,-40.0,-8.0,19.0
1652069,2021-05-23,SG,-45.0,-8.0,-24.0,-46.0,-10.0,18.0
1652070,2021-05-24,SG,-41.0,-2.0,-25.0,-42.0,-36.0,26.0
1652071,2021-05-25,SG,-40.0,1.0,-14.0,-41.0,-36.0,24.0
1652072,2021-05-26,SG,-43.0,1.0,6.0,-55.0,-73.0,39.0
1652073,2021-05-27,SG,-45.0,-11.0,-27.0,-41.0,-36.0,26.0
1652074,2021-05-28,SG,-42.0,-3.0,-25.0,-41.0,-32.0,29.0
1652075,2021-05-29,SG,-39.0,3.0,-22.0,-38.0,-4.0,18.0
1652076,2021-05-30,SG,-42.0,-5.0,-18.0,-44.0,-4.0,18.0
1652077,2021-05-31,SG,-38.0,0.0,-21.0,-40.0,-34.0,25.0
1652078,2021-06-01,SG,-39.0,0.0,-15.0,-40.0,-34.0,25.0
1652079,2021-06-02,SG,-42.0,-9.0,-22.0,-41.0,-35.0,26.0
1652080,2021-06-03,SG,-42.0,-4.0,-20.0,-39.0,-35.0,26.0
1652081,2021-06-04,SG,-41.0,-1.0,-25.0,-40.0,-31.0,29.0
1652082,2021-06-05,SG,-37.0,6.0,-17.0,-35.0,-4.0,18.0
1652083,2021-06-06,SG,-40.0,-3.0,-12.0,-41.0,-4.0,17.0
1652084,2021-06-07,SG,-39.0,-1.0,-20.0,-40.0,-34.0,25.0
1652085,2021-06-08,SG,-39.0,2.0,-10.0,-39.0,-34.0,25.0
1652086,2021-06-09,SG,-40.0,-3.0,-13.0,-39.0,-34.0,25.0
1652087,2021-06-10,SG,-42.0,-5.0,-26.0,-38.0,-34.0,25.0
1652088,2021-06-11,SG,-39.0,1.0,-18.0,-38.0,-31.0,28.0
1652089,2021-06-12,SG,-36.0,6.0,-15.0,-34.0,-3.0,17.0
1652090,2021-06-13,SG,-38.0,-1.0,-8.0,-39.0,-3.0,16.0
1652091,2021-06-14,SG,-37.0,1.0,-12.0,-38.0,-33.0,23.0
1652092,2021-06-15,SG,-38.0,-2.0,-16.0,-38.0,-33.0,24.0
1652093,2021-06-16,SG,-37.0,-5.0,-7.0,-37.0,-33.0,24.0
1652094,2021-06-17,SG,-39.0,-4.0,-13.0,-36.0,-34.0,23.0
